Breaker Left,Breaker Right,Go First,Winner,Competition,City,Country,Year,Month,Day,Bracket Size,Bracket Stage,Remaining Contestants,Video Link,Battle Rounds,System,Number Judges,Judge 1,Judge 1 Vote,Judge 2,Judge 2 Vote,Judge 3,Judge 3 Vote,Judge 4,Judge 4 Vote,Judge 5,Judge 5 Vote,Judge 6,Judge 6 Vote,Judge 7,Judge 7 Vote,Tiebreaker J1,Tiebreaker J2,Tiebreaker J3,Tiebreaker J4,Tiebreaker J5,Tiebreaker J6,Tiebreaker J7,R1J1,R1J2,R1J3,R1J4,R1J5,R1J6,R1J7,R2J1,R2J2,R2J3,R2J4,R2J5,R2J6,R2J7,R3J1,R3J2,R3J3,R3J4,R3J5,R3J6,R3J7,R4J1,R4J2,R4J3,R4J4,R4J5,R4J6,R4J7,R5J1,R5J2,R5J3,R5J4,R5J5,R5J6,R5J7
Fleau,Alkolil,Fleau,Alkolil,Battle of the Year,,Germany,2015,10,24?,16,3,4,youtube.com/watch?v=fTcKYoaC7EY / youtube.com/watch?v=L6Wpo_kOss0,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Sunni,Menno,Menno,Battle of the Year,,Germany,2015,10,24?,16,3,4,youtube.com/watch?v=IlrvxA5ryp4,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poter,Fleau,Poter,Fleau,Battle of the Year,,Germany,2015,10,24?,16,2,8,youtube.com/watch?v=qLU2JQsBgJs,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Alkolil,Alkolil,Alkolil,Battle of the Year,,Germany,2015,10,24?,16,2,8,youtube.com/watch?v=W5EEVJoKU1w,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Shigekix,Shigekix,Menno,Battle of the Year,,Germany,2015,10,24?,16,2,8,youtube.com/watch?v=aNk0U1lSm3M / youtube.com/watch?v=vPP22cDyBIQ,4,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Nino,Sunni,El Nino,Sunni,Battle of the Year,,Germany,2015,10,24?,16,2,8,youtube.com/watch?v=gMhAsrdHfyI,3,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poter,Dany Dann,Dany Dann,Poter,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=3Lmxrp6m0sU,4,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Onel,Fleau,Fleau,Fleau,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=K7W1P-aMUqE,4,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lagaet,Victor,Lagaet,Victor,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=n5hUDDFNPK0 / youtube.com/watch?v=wJ-f773sO-k,3,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Akorn,Alkolil,Alkolil,Alkolil,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=E4mciIQ6xZk,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rafastil,Menno,Menno,Menno,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=JkrSreZcHAg,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lawson,Shigekix,Shigekix,Shigekix,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=oKFKqKjQ8Pc,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taower,El Nino,El Nino,El Nino,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=lveM6NXI3Gc,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kacyo,Sunni,Sunni,Sunni,Battle of the Year,,Germany,2015,10,24?,16,1,16,youtube.com/watch?v=5zWrctA9q1A,2,Kozen,5,Kareem,,Katsu,,Storm,,Kujo,,Aslan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Issei,Issei,Victor,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,5,2,youtube.com/watch?v=i9n3wtKUkS8,3,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Sunni,Issei,Issei,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,4,4,youtube.com/watch?v=HfElGfMHTuc,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Hong 10,Hong 10,Victor,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,4,4,youtube.com/watch?v=MOUeWVmbFks,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasty Ray,Sunni,Sunni,Sunni,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,3,8,youtube.com/watch?v=sB8uxgqmxl0,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Issei,Issei,Issei,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,3,8,youtube.com/watch?v=3oSjv6y785U,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Hong 10,Hong 10,Hong 10,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,3,8,youtube.com/watch?v=qhh77LotcJ8,3,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Colombia,Victor,Victor,Victor,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,3,8,youtube.com/watch?v=8SLMcxLyblQ,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sunni,Thomaz,Thomaz,Sunni,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=iJgFmjzoiPM,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Nasty Ray,Nasty Ray,Nasty Ray,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=xg0EAeBVa0Q,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kill,Issei,Issei,Issei,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=R5GB63bj1fY,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Zeku,Zeku,Kareem,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=1sqIleAFmD0,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Hong 10,Hong 10,Hong 10,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=GGH6b4uC3Aw,3,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Menno,Menno,Wing,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=09NI7CTjmWE,2,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Cheerito,Cheerito,Victor,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=vaIFBVgZzp4,3,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Xisco,Kid Colombia,Kid Colombia,Kid Colombia,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,2,16,youtube.com/watch?v=b4rEhruRwSs,3,Kozen,7,Poe One,,Ken Swift,,Free,,Focus,,Ghost,,Wicket,,Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alkolil,Thomaz,Alkolil,Thomaz,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=x3_yJM6c_oo,1,Kozen,7,Poe One,Thomaz,Ken Swift,Thomaz,Free,Alkolil,Focus,Thomaz,Ghost,Thomaz,Wicket,Alkolil,Yan,Alkolil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killa Kolya,Sunni,Killa Kolya,Sunni,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=lyyp18EDLvk,1,Kozen,7,Poe One,Sunni,Ken Swift,Sunni,Free,Killa Kolya,Focus,Sunni,Ghost,Sunni,Wicket,Sunni,Yan,Sunni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nasty Ray,Yarko,Yarko,Nasty Ray,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=Lf_DMb0UEg0,1,Kozen,7,Poe One,Yarko,Ken Swift,Nasty Ray,Free,Nasty Ray,Focus,Nasty Ray,Ghost,Nasty Ray,Wicket,Nasty Ray,Yan,Yarko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Ken Fury,Ken Fury,Gravity,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=XWqa6b8Fjtk,1,Kozen,7,Poe One,Gravity,Ken Swift,Tie,Free,Gravity,Focus,Gravity,Ghost,Gravity,Wicket,Gravity,Yan,Gravity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robin,Issei,Robin,Issei,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=RAGTtELjTFg,1,Kozen,7,Poe One,Issei,Ken Swift,Issei,Free,Issei,Focus,Issei,Ghost,Tie,Wicket,Issei,Yan,Robin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kill,Benstacks,Benstacks,Kill,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=-u1jbsRio3M,1,Kozen,7,Poe One,Kill,Ken Swift,Kill,Free,Kill,Focus,Kill,Ghost,Kill,Wicket,Kill,Yan,Tie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skim,Zeku,Skim,Zeku,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=bRoeGEiptXw,1,Kozen,7,Poe One,Zeku,Ken Swift,Zeku,Free,Zeku,Focus,Zeku,Ghost,Zeku,Wicket,Skim,Yan,Skim,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareem,Gun,Gun,Kareem,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=-k6CC1h6p-Y,1,Kozen,7,Poe One,Gun,Ken Swift,Kareem,Free,Gun,Focus,Kareem,Ghost,Kareem,Wicket,Kareem,Yan,Kareem,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hong 10,Ronnie,Ronnie,Hong 10,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=mGlmCckwk5w,1,Kozen,7,Poe One,Tie,Ken Swift,Tie,Free,Hong 10,Focus,Hong 10,Ghost,Hong 10,Wicket,Hong 10,Yan,Hong 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shigekix,Moy,Shigekix,Shigekix,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=l81OfKXy-08,1,Kozen,7,Poe One,Shigekix,Ken Swift,Shigekix,Free,Shigekix,Focus,Shigekix,Ghost,Shigekix,Wicket,Shigekix,Yan,Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Luigi,Luigi,Menno,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=P7GhcYV_caw,1,Kozen,7,Poe One,Menno,Ken Swift,Menno,Free,Tie,Focus,Menno,Ghost,Menno,Wicket,Menno,Yan,Menno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wing,Scumbag Jose,Scumbag Jose,Wing,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=f2MPi4kEx0Y,1,Kozen,7,Poe One,Wing,Ken Swift,Wing,Free,Wing,Focus,Wing,Ghost,Tie,Wicket,Wing,Yan,Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cheerito,Illz,Illz,Cheerito,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=v_TQ0hxJhn8,1,Kozen,7,Poe One,Cheerito,Ken Swift,Cheerito,Free,Cheerito,Focus,Cheerito,Ghost,Cheerito,Wicket,Cheerito,Yan,Cheerito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morris,Victor,Morris,Victor,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=JK7JTxNaweE,1,Kozen,7,Poe One,Victor,Ken Swift,Victor,Free,Victor,Focus,Victor,Ghost,Morris,Wicket,Morris,Yan,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pocket,Kid Colombia,Pocket,Kid Colombia,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=eyEI8Bf04B0,1,Kozen,7,Poe One,Pocket,Ken Swift,Kid Colombia,Free,Pocket,Focus,Pocket,Ghost,Kid Colombia,Wicket,Kid Colombia,Yan,Kid Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
El Nino,Xisco,El Nino,Xisco,Silverback Open Championships,Philadelphia,United States,2015,10,10,32,1,32,youtube.com/watch?v=zwE8I2eHNC8,1,Kozen,7,Poe One,Xisco,Ken Swift,Xisco,Free,El Nino,Focus,Xisco,Ghost,Xisco,Wicket,Xisco,Yan,Xisco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Vero,Vero,Menno,R-16,Seoul,Korea,2015,9,12,16,4,2,youtube.com/watch?v=dnu2mdUid2o,5,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Menno,Octopus,Octopus,Menno,R-16,Seoul,Korea,2015,9,12,16,3,4,youtube.com/watch?v=1n7k79rGLdo,2 + tiebreaker,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vero,Issei,Vero,Vero,R-16,Seoul,Korea,2015,9,12,16,3,4,youtube.com/watch?v=CIQLHytj_p4,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Issei,Victor,Issei,R-16,Seoul,Korea,2015,9,12,16,2,8,youtube.com/watch?v=uPIyGfua-z8,2 + tiebreaker,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noodle,Menno,Menno,Menno,R-16,Seoul,Korea,2015,9,12,16,2,8,youtube.com/watch?v=e6nu9wcvE7g,3,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Supermihanizm,Octopus,Supermihanizm,Octopus,R-16,Seoul,Korea,2015,9,12,16,2,8,youtube.com/watch?v=3OBkqJ0_UKY,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shoma,Vero,Shoma,Vero,R-16,Seoul,Korea,2015,9,12,16,2,8,youtube.com/watch?v=alL-t_LrGd4,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Octopus,Saewl,Octopus,Octopus,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=iKfekRzDokM,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Checho,Supermihanizm,Supermihanizm,Supermihanizm,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=6o_k53t4OOA,2 + tiebreaker,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beggin Bin,Menno,Beggin Bin,Menno,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=Ag0wSVltzaQ,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yogi,Noodle,Yogi,Noodle,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=MFAyaE84p3U,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Issei,Stepper,Stepper,Issei,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=TZLyqpcSHGU,2 + tiebreaker,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonio,Victor,Tonio,Victor,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=zUpEhP6EWuo,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Killer Wave,Vero,Killer Wave,Vero,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=Nj6baak-sA8,2,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allen,Shoma,Shoma,Shoma,R-16,Seoul,Korea,2015,9,12,16,1,16,youtube.com/watch?v=0OiVaebDNPI,2 + tiebreaker,OUR,5,Katsu,,Ducky,,Kujo,,Bootuz,,Flomaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benstacks,Victor,Victor,Victor,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,4,2,youtube.com/watch?v=T7ns0dDc6Bs,5,Traditional,3,Roxrite,Victor,Lego,Victor,Focus,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benstacks,Saewl,Saewl,Benstacks,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,3,4,youtube.com/watch?v=ZXDQyOwrrnU,3,Traditional,3,Roxrite,Benstacks,Lego,Benstacks,Focus,Saewl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Moy,Moy,Victor,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,3,4,youtube.com/watch?v=ndUDTMBzJmU,3,Traditional,3,Roxrite,Victor,Lego,Tie,Focus,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saewl,Keebz,Saewl,Saewl,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,2,8,youtube.com/watch?v=BQ_Cq8UqelA,3,Traditional,3,Roxrite,Saewl,Lego,Saewl,Focus,Saewl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Benstacks,Frankie,Frankie,Benstacks,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,2,8,youtube.com/watch?v=hC8IOt_V7x4,3,Traditional,3,Roxrite,Benstacks,Lego,Frankie,Focus,Benstacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rion,Moy,Rion,Moy,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,2,8,youtube.com/watch?v=ybEnwLTtz9g,3,Traditional,3,Roxrite,Moy,Lego,Moy,Focus,Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Napalm,Napalm,Victor,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,2,8,youtube.com/watch?v=_xdyFCQlemg,3,Traditional,3,Roxrite,Victor,Lego,Victor,Focus,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wealthy,Saewl,Saewl,Saewl,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=z_Ot1VAAADY,3,Traditional,3,Roxrite,Saewl,Lego,Saewl,Focus,Saewl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Josh Skittle,Keebz,Keebz,Keebz,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=opj8TX64v3k,3,Traditional,3,Roxrite,Josh Skittle,Lego,Keebz,Focus,Keebz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frankie,Insight,Insight,Frankie,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=R1Szhn8l59E,3 + tiebreaker,Traditional,3,Roxrite,Frankie,Lego,Tie,Focus,Insight,,,,,,,,,Frankie,Frankie,Frankie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illz,Benstacks,Benstacks,Benstacks,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=JmWriVm44CI,3,Traditional,3,Roxrite,Benstacks,Lego,Benstacks,Focus,Benstacks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQ,Victor,Victor,Victor,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=f0XaLg2qbAU,3,Traditional,3,Roxrite,Victor,Lego,Victor,Focus,Victor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kid Kruz,Napalm,Napalm,Napalm,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=iHjFrZK_Ifk,3,Traditional,3,Roxrite,Napalm,Lego,Napalm,Focus,Kid Cruz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zeku,Moy,Moy,Moy,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=DC37C6TcYe8,3,Traditional,3,Roxrite,Zeku,Lego,Moy,Focus,Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Icey Ives,Rion,Rion,Rion,Red Bull BC One North America Finals,Orlando,United States,2015,8,22,16,1,16,youtube.com/watch?v=eDaZYLNKxAc,3,Traditional,3,Roxrite,Rion,Lego,Rion,Focus,Icey Ives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,El Nino,Gravity,El Nino,Freestyle Session World Finals,San Diego,California,2014,11,9,32,5,2,youtube.com/watch?v=mu7aEyp3x1k,4,Kozen,5,Poe One,,Storm,,Wicket,,Flo Master,,Swift Rock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Niek,Niek,Gravity,Freestyle Session World Finals,San Diego,California,2014,11,9,32,4,4,youtube.com/watch?v=tsz3GB0PsFI,4,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Illz,El Nino,El Nino,El Nino,Freestyle Session World Finals,San Diego,California,2014,11,9,32,4,4,youtube.com/watch?v=qiPjtSYptIs,3,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gravity,Morris,Morris,Gravity,Freestyle Session World Finals,San Diego,California,2014,11,9,32,3,8,youtube.com/watch?v=AazlSjGaero,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moy,Niek,Niek,Niek,Freestyle Session World Finals,San Diego,California,2014,11,9,32,3,8,youtube.com/watch?v=oP7oW2tliCE,2,Kozen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
